"EapConfigXmlStream","VpnConfigurationXml","IPSecCustomPolicy","MachineCertificateIssuerFilter","MachineCertificateEKUFilter","ConnectionStatus","DnsSuffix","Guid","IdleDisconnectSeconds","IsAutoTriggerEnabled","Name","ProfileType","ProvisioningAuthority","Proxy","RememberCredential","Routes","ServerAddress","ServerList","SplitTunneling","VpnTrigger","AllUserConnection","AuthenticationMethod","EncryptionLevel","L2tpIPsecAuth","NapState","TunnelType","UseWinlogonCredential","PSComputerName"
,"#document",,,,"Disconnected","","{3B56DE43-1F7C-4465-85F0-95F0C1DF69F2}","0","False","MyVPNConnection","Inbox",,,"False","Microsoft.Management.Infrastructure.CimInstance[]","vpn.example.com","Microsoft.Management.Infrastructure.CimInstance[]","False","VpnConnectionTrigger","False","System.String[]","Optional",,"NotConnected","Pptp","False",
